Teen	12,16	bn:00001480n	http://babelnet.org/rdf/s00001480n	null
shot	17,21	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
officer	25,32	bn:00054972n	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
responding	33,43	bn:00082646v	http://babelnet.org/rdf/s00082646v	null
robbery	47,54	bn:00068014n	http://babelnet.org/rdf/s00068014n	http://dbpedia.org/resource/Robbery
Osceola , Arkansas	58,76	bn:00190112n	http://babelnet.org/rdf/s00190112n	http://dbpedia.org/resource/Osceola,_Arkansas
enable	86,92	bn:00087587v	http://babelnet.org/rdf/s00087587v	null
Javascript	93,103	bn:00055423n	http://babelnet.org/rdf/s00055423n	http://dbpedia.org/resource/JavaScript
watch	107,112	bn:00095665v	http://babelnet.org/rdf/s00095665v	null
video	118,123	bn:00076373n	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
enable	132,138	bn:00087587v	http://babelnet.org/rdf/s00087587v	null
Javascript	139,149	bn:00055423n	http://babelnet.org/rdf/s00055423n	http://dbpedia.org/resource/JavaScript
watch	153,158	bn:00095665v	http://babelnet.org/rdf/s00095665v	null
video	164,169	bn:00076373n	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
Ark.	181,185	bn:00005244n	http://babelnet.org/rdf/s00005244n	http://dbpedia.org/resource/Arkansas
family	193,199	bn:00032893n	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
teenager	205,213	bn:00001480n	http://babelnet.org/rdf/s00001480n	null
shot	214,218	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
police	222,228	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
telling	232,239	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
side	249,253	bn:00071431n	http://babelnet.org/rdf/s00071431n	null
story	261,266	bn:00056857n	http://babelnet.org/rdf/s00056857n	http://dbpedia.org/resource/Narration
say	275,278	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
old	289,292	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
shot	312,316	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
lower	324,329	bn:13759554a	http://babelnet.org/rdf/s13759554a	null
Friday	335,341	bn:00036512n	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday
Police officer	364,378	bn:00058698n	http://babelnet.org/rdf/s00058698n	http://dbpedia.org/resource/Police_officer
Arkansas State Police	386,407	bn:03672780n	http://babelnet.org/rdf/s03672780n	http://dbpedia.org/resource/Arkansas_State_Police
Police department	401,418	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
investigating	422,435	bn:00087655v	http://babelnet.org/rdf/s00087655v	null
case	440,444	bn:00016403n	http://babelnet.org/rdf/s00016403n	http://dbpedia.org/resource/Lawsuit
said	452,456	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
officers	465,473	bn:00054972n	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
responding	479,489	bn:00082646v	http://babelnet.org/rdf/s00082646v	null
call	495,499	bn:00014793n	http://babelnet.org/rdf/s00014793n	null
robbery	508,515	bn:00068014n	http://babelnet.org/rdf/s00068014n	http://dbpedia.org/resource/Robbery
Shell	523,528	bn:00071003n	http://babelnet.org/rdf/s00071003n	http://dbpedia.org/resource/Shell_(projectile)
station	529,536	bn:00074049n	http://babelnet.org/rdf/s00074049n	null
Arkansas	558,566	bn:00005244n	http://babelnet.org/rdf/s00005244n	http://dbpedia.org/resource/Arkansas
Paris	570,575	bn:00015540n	http://babelnet.org/rdf/s00015540n	http://dbpedia.org/resource/Paris
